run_idx,batch_size,learning_rate,max_length,dropout,final_train_loss,final_train_acc,final_val_loss,final_val_acc
62,32,0.0001,256,0.5,0.01825881520357064,0.9940909090909091,0.1270852957852185,0.963669391462307
63,32,0.0001,256,0.6,0.013387717660077835,0.9956818181818182,0.11215860446515892,0.9645776566757494
64,32,0.0001,512,0.4,0.012193979124329391,0.9963636363636363,0.11143150643578598,0.96094459582198
65,32,0.0001,512,0.5,0.01299129492448022,0.9981818181818182,0.08469365841842123,0.9682107175295186
66,32,0.0001,512,0.6,0.01262196023489578,0.9965909090909091,0.14869583841812398,0.9500454132606722
67,32,0.001,256,0.4,0.6898020894631095,0.5454545454545454,0.6900039740971157,0.5458673932788374
68,32,0.001,256,0.5,0.6897395166797914,0.5454545454545454,0.6899479184831891,0.5458673932788374
69,32,0.001,256,0.6,0.6894621551036835,0.5454545454545454,0.6897041440010071,0.5458673932788374
70,32,0.001,512,0.4,0.689271723014721,0.5454545454545454,0.6896968058177403,0.5458673932788374
71,32,0.001,512,0.5,0.6890814174776492,0.5454545454545454,0.6894364493233817,0.5458673932788374
72,32,0.001,512,0.6,0.6937965992568196,0.5454545454545454,0.6945259417806353,0.5458673932788374
73,64,1e-06,256,0.4,0.6215338300967562,0.6827272727272727,0.6245269808504317,0.6811989100817438
74,64,1e-06,256,0.5,0.5870957089507062,0.8311363636363637,0.59270954463217,0.818346957311535
75,64,1e-06,256,0.6,0.5574750563372737,0.8036363636363636,0.5609569019741483,0.7892824704813806
76,64,1e-06,512,0.4,0.5506625080454177,0.8993181818181818,0.5558452407519022,0.8973660308810173
77,64,1e-06,512,0.5,0.6169236345567565,0.8168181818181818,0.6206541226969825,0.7874659400544959
78,64,1e-06,512,0.6,0.6224100088727647,0.775,0.6251345210605197,0.7702089009990918
79,64,1e-05,256,0.4,0.07028052429466145,0.9784090909090909,0.11026551460640298,0.9554950045413261
80,64,1e-05,256,0.5,0.09626576439410016,0.9679545454545454,0.15663225969506633,0.9391462306993642
81,64,1e-05,256,0.6,0.07431063277349956,0.9786363636363636,0.11308335378352138,0.9554950045413261
82,64,1e-05,512,0.4,0.07388060809909433,0.9788636363636364,0.11138589669846827,0.9554950045413261
83,64,1e-05,512,0.5,0.07758335326460825,0.9777272727272728,0.11829851091735893,0.9500454132606722
84,64,1e-05,512,0.6,0.07441993651614673,0.9797727272727272,0.11722899559471342,0.9509536784741145
85,64,0.0001,256,0.4,0.022777941982275333,0.9961363636363636,0.09051084539128675,0.963669391462307
86,64,0.0001,256,0.5,0.014095208411901325,0.9947727272727273,0.10761026938497606,0.9573115349682108
87,64,0.0001,256,0.6,0.01454201967968349,0.9970454545454546,0.10351554312122364,0.9618528610354223
88,64,0.0001,512,0.4,0.014691238210577032,0.9956818181818182,0.17047462777958977,0.9436875567665758
89,64,0.0001,512,0.5,0.01883404512309294,0.9956818181818182,0.10891435647176372,0.9564032697547684
90,64,0.0001,512,0.6,0.010891663042180564,0.9970454545454546,0.08343968261033297,0.9627611262488647
91,64,0.001,256,0.4,0.690971635390019,0.5454545454545454,0.6930126316017575,0.5458673932788374
92,64,0.001,256,0.5,0.6891605854034424,0.5454545454545454,0.6901492277781168,0.5458673932788374
93,64,0.001,256,0.6,0.6935334957164266,0.5454545454545454,0.6960113015439775,0.5458673932788374
94,64,0.001,512,0.4,0.6900731264681056,0.5454545454545454,0.6918915410836538,0.5458673932788374
95,64,0.001,512,0.5,0.6970100998878479,0.5454545454545454,0.6999119089709388,0.5458673932788374
96,64,0.001,512,0.6,0.6890255160953688,0.5454545454545454,0.690233568350474,0.5458673932788374
97,128,1e-06,256,0.4,0.6567150286265782,0.6727272727272727,0.6569496724340651,0.6712079927338783
98,128,1e-06,256,0.5,0.6574778148106166,0.6229545454545454,0.6577603220939636,0.6221616712079927
99,128,1e-06,256,0.6,0.6541363988603864,0.8168181818181818,0.6554470393392775,0.7965485921889192
100,128,1e-06,512,0.4,0.6426083139010839,0.7090909090909091,0.645472957028283,0.6839237057220708
101,128,1e-06,512,0.5,0.6537675278527396,0.7252272727272727,0.6542453434732225,0.7211625794732062
102,128,1e-06,512,0.6,0.6452551228659493,0.6427272727272727,0.6466447114944458,0.6530426884650318
103,128,1e-05,256,0.4,0.11721388335738864,0.9665909090909091,0.14592054155137804,0.9518619436875567
104,128,1e-05,256,0.5,0.11995516163962228,0.9675,0.14632008721431097,0.9473206176203451
105,128,1e-05,256,0.6,0.1214032911828586,0.9613636363636363,0.14520236435863706,0.9518619436875567
106,128,1e-05,512,0.4,0.11803499055760247,0.9638636363636364,0.147640075120661,0.9445958219800181
107,128,1e-05,512,0.5,0.120673946504082,0.9622727272727273,0.15269403904676437,0.9491371480472298
108,128,1e-05,512,0.6,0.12410051354340144,0.9611363636363637,0.15420212513870662,0.9473206176203451
109,128,0.0001,256,0.4,0.013595066219568252,0.9970454545454546,0.1048622905380196,0.9654859218891917
110,128,0.0001,256,0.5,0.013315801122891052,0.9984090909090909,0.0851639856894811,0.9727520435967303
111,128,0.0001,256,0.6,0.020405245399368662,0.9943181818181818,0.10103625845577982,0.9591280653950953
112,128,0.0001,512,0.4,0.02200185874743121,0.9918181818181818,0.16864200433095297,0.9382379654859219
113,128,0.0001,512,0.5,0.019309468806854316,0.9952272727272727,0.10447998551858796,0.963669391462307
114,128,0.0001,512,0.6,0.018849684610696776,0.995,0.10907089130745994,0.9673024523160763
115,128,0.001,256,0.4,0.690698904650552,0.5454545454545454,0.6904512577586703,0.5458673932788374
116,128,0.001,256,0.5,0.6929588420050484,0.5454545454545454,0.6916317741076151,0.5458673932788374
117,128,0.001,256,0.6,0.6891554015023368,0.5454545454545454,0.6883998976813422,0.5458673932788374
118,128,0.001,512,0.4,0.3203156990664346,0.9031818181818182,0.3798999951945411,0.8764759309718437
119,128,0.001,512,0.5,0.6892014401299613,0.5454545454545454,0.688419885105557,0.5458673932788374
120,128,0.001,512,0.6,0.6890457613127572,0.5454545454545454,0.6884344816207886,0.5458673932788374
